customer_id,region,state,city,gender,age_bracket,signup_source,first_order_date
C06052,Central,Madhya Pradesh,Patna,Female,25-34,Referral,2024-05-22
C06053,West,West Bengal,Pune,Other,45-54,Organic,2025-03-17
C06054,North,Haryana,Vadodara,Male,25-34,Organic,2024-07-21
C06055,Central,Tamil Nadu,Mysuru,Other,18-24,Social,2024-01-21
C06056,West,Madhya Pradesh,Mysuru,Other,25-34,Referral,2025-03-08
C06057,East,Bihar,Kochi,Female,65+,Organic,2024-06-02
C06058,East,Bihar,Jaipur,Prefer not to say,25-34,Referral,
C06059,North,Tamil Nadu,Pune,Prefer not to say,45-54,Social,2024-08-25
C06060,North,Telangana,Kolkata,Prefer not to say,25-34,Paid Search,2025-02-20
C06061,Central,Punjab,Coimbatore,Female,35-44,Offline,2024-02-14
C06062,West,Punjab,New Delhi,Other,25-34,Email,2024-01-30
C06063,South,Punjab,Mumbai,Other,25-34,Offline,2024-03-16
C06064,Central,Delhi,Surat,Female,35-44,Paid Search,2024-09-05
C06065,South,Uttar Pradesh,Pune,Prefer not to say,35-44,Organic,2024-03-01
C06066,Central,Rajasthan,Gurugram,Male,25-34,Organic,2024-04-24
C06067,South,Haryana,Jaipur,Prefer not to say,18-24,Organic,
C06068,West,Telangana,Pune,Female,45-54,Social,2024-07-07
C06069,North,Bihar,Lucknow,Male,18-24,Referral,2024-05-06
C06070,Central,Haryana,Bengaluru,Female,35-44,Email,2024-10-26
C06071,East,Madhya Pradesh,New Delhi,Male,35-44,Organic,2025-05-20
C06072,North,Uttar Pradesh,Patna,Male,25-34,Social,2024-10-22
C06073,West,Uttar Pradesh,Hyderabad,Male,18-24,Organic,2024-09-06
C06074,South,Gujarat,Lucknow,Female,18-24,Organic,
C06075,North,Odisha,Lucknow,Male,25-34,Paid Search,2024-01-11
C06076,North,Bihar,Jaipur,Female,18-24,Social,2024-03-16
C06077,West,Haryana,Gurugram,Prefer not to say,35-44,Organic,
C06078,East,Tamil Nadu,Bengaluru,Other,18-24,Organic,2024-05-28
C06079,North,Maharashtra,Bengaluru,Prefer not to say,25-34,Organic,2024-09-16
C06080,East,Haryana,Surat,Female,25-34,Social,2024-12-22
C06081,South,Madhya Pradesh,Kolkata,Other,35-44,Organic,2024-01-06
C06082,Central,Gujarat,Jaipur,Female,25-34,Social,2025-03-19
C06083,West,Karnataka,Vadodara,Other,45-54,Social,
C06084,South,Maharashtra,Hyderabad,Other,35-44,Organic,2024-10-18
C06085,North,Uttar Pradesh,Bhubaneswar,Prefer not to say,25-34,Referral,2024-08-20
C06086,East,Tamil Nadu,Chandigarh,Prefer not to say,18-24,Offline,2024-11-18
C06087,South,Delhi,Ahmedabad,Other,35-44,Social,2025-06-09
C06088,East,Maharashtra,Pune,Male,18-24,Social,2024-01-11
C06089,North,Tamil Nadu,Indore,Other,25-34,Organic,2024-09-08
C06090,South,Bihar,Kolkata,Prefer not to say,25-34,Email,2024-03-14
C06091,Central,Maharashtra,New Delhi,Female,35-44,Paid Search,2025-02-01
C06092,East,Karnataka,Kolkata,Prefer not to say,18-24,Social,2024-01-10
C06093,North,Uttar Pradesh,Patna,Prefer not to say,35-44,Social,2024-11-16
C06094,West,Delhi,Mumbai,Female,35-44,Paid Search,2024-05-04
C06095,West,Tamil Nadu,Coimbatore,Prefer not to say,35-44,Organic,2024-02-06
C06096,North,Haryana,Ahmedabad,Male,55-64,Paid Search,2024-09-22
C06097,North,Punjab,Mumbai,Other,25-34,Paid Search,2024-11-14
C06098,West,Punjab,Jaipur,Prefer not to say,45-54,Organic,2024-12-03
C06099,North,Haryana,Hyderabad,Other,25-34,Social,2024-05-29
C06100,Central,Delhi,Patna,Female,25-34,Referral,2025-03-10
C06101,West,Karnataka,Kochi,Prefer not to say,18-24,Social,2024-10-22
C06102,North,Madhya Pradesh,Kochi,Female,18-24,Organic,2024-10-24
C06103,South,Maharashtra,Pune,Male,55-64,Paid Search,
C06104,North,Gujarat,Surat,Female,25-34,Organic,
C06105,South,Punjab,Bhubaneswar,Prefer not to say,35-44,Paid Search,2024-10-19
C06106,North,Maharashtra,Kolkata,Prefer not to say,65+,Offline,2025-01-26
C06107,North,Tamil Nadu,Ahmedabad,Female,35-44,Paid Search,2024-03-05
C06108,West,Delhi,Coimbatore,Female,25-34,Social,2025-01-02
C06109,West,Haryana,Mysuru,Female,18-24,Organic,2024-02-15
C06110,West,Kerala,Chandigarh,Male,18-24,Organic,2024-04-22
C06111,North,Tamil Nadu,New Delhi,Other,25-34,Paid Search,2024-10-14
C06112,West,Gujarat,Lucknow,Female,45-54,Paid Search,2024-09-14
C06113,Central,Rajasthan,New Delhi,Male,25-34,Organic,2025-01-11
C06114,West,Uttar Pradesh,Chennai,Female,35-44,Organic,2024-02-16
C06115,East,Rajasthan,Lucknow,Male,35-44,Offline,2024-08-06
C06116,South,West Bengal,Mumbai,Male,18-24,Organic,2024-01-28
C06117,East,Punjab,Indore,Male,25-34,Email,2024-04-05
C06118,South,Tamil Nadu,Gurugram,Female,45-54,Email,
C06119,North,Kerala,Chandigarh,Male,25-34,Offline,2024-04-01
C06120,South,Gujarat,Ahmedabad,Other,18-24,Organic,2024-04-27
C06121,South,Punjab,Chennai,Female,45-54,Email,2024-04-06
C06122,East,Madhya Pradesh,Lucknow,Prefer not to say,18-24,Organic,2024-04-30
C06123,South,Punjab,Pune,Prefer not to say,18-24,Organic,2024-10-19
C06124,South,Madhya Pradesh,Bengaluru,Male,25-34,Offline,2024-03-21
C06125,East,West Bengal,Gurugram,Female,35-44,Referral,2024-03-06
C06126,West,Delhi,Hyderabad,Prefer not to say,45-54,Paid Search,
C06127,Central,Maharashtra,Bhubaneswar,Other,45-54,Paid Search,2024-11-09
C06128,North,Haryana,Coimbatore,Male,25-34,Paid Search,2024-02-27
C06129,East,Telangana,Gurugram,Other,35-44,Referral,2024-09-02
C06130,North,Maharashtra,Chandigarh,Male,65+,Paid Search,2024-03-14
C06131,Central,Maharashtra,New Delhi,Female,45-54,Organic,2024-04-03
C06132,Central,Gujarat,Coimbatore,Female,45-54,Organic,2024-03-31
C06133,Central,Tamil Nadu,Patna,Prefer not to say,18-24,Organic,2024-11-30
C06134,Central,Punjab,Indore,Prefer not to say,35-44,Organic,2024-02-27
C06135,Central,Telangana,Pune,Prefer not to say,55-64,Organic,2024-09-07
C06136,West,Punjab,Mysuru,Male,55-64,Social,
C06137,West,Delhi,Bhubaneswar,Female,25-34,Paid Search,2024-08-18
C06138,Central,Odisha,Bengaluru,Other,45-54,Social,2024-04-10
C06139,East,Telangana,Bhubaneswar,Female,35-44,Paid Search,2024-03-23
C06140,West,Uttar Pradesh,Jaipur,Female,25-34,Offline,2024-05-10
C06141,Central,Madhya Pradesh,New Delhi,Female,25-34,Paid Search,2025-06-14
C06142,Central,Rajasthan,Indore,Male,25-34,Social,2024-01-03
C06143,East,Maharashtra,Patna,Female,45-54,Organic,2025-04-10
C06144,Central,Karnataka,Chandigarh,Male,18-24,Organic,2024-05-24
C06145,South,West Bengal,Vadodara,Male,25-34,Paid Search,2024-02-21
C06146,South,Punjab,Kochi,Other,65+,Paid Search,2024-08-08
C06147,Central,Uttar Pradesh,Lucknow,Prefer not to say,25-34,Email,2025-01-14
C06148,North,Telangana,Bhubaneswar,Male,25-34,Paid Search,2024-03-11
C06149,Central,Maharashtra,Jaipur,Prefer not to say,18-24,Paid Search,2024-04-09
C06150,West,Gujarat,Lucknow,Male,55-64,Paid Search,2024-11-08
C06151,South,Tamil Nadu,Bengaluru,Female,25-34,Social,2024-01-18
C06152,West,Tamil Nadu,Kolkata,Male,55-64,Organic,2024-09-02
C06153,East,Bihar,Bengaluru,Other,35-44,Email,2024-01-09
C06154,South,Karnataka,Kolkata,Female,18-24,Social,2025-05-22
C06155,North,Karnataka,Bengaluru,Prefer not to say,35-44,Social,2025-05-20
C06156,West,Delhi,Indore,Prefer not to say,25-34,Organic,2024-12-08
C06157,North,Delhi,Surat,Female,35-44,Organic,2024-01-31
C06158,Central,Karnataka,Mysuru,Female,25-34,Organic,
C06159,North,Maharashtra,Lucknow,Prefer not to say,18-24,Offline,2024-09-27
C06160,North,Punjab,Bengaluru,Female,25-34,Email,2024-07-06
C06161,South,West Bengal,Surat,Male,18-24,Paid Search,2024-08-12
C06162,South,Tamil Nadu,Pune,Prefer not to say,25-34,Referral,2025-02-06
C06163,Central,Haryana,Surat,Prefer not to say,45-54,Organic,2025-05-17
C06164,North,Haryana,Vadodara,Prefer not to say,55-64,Organic,2024-06-29
C06165,East,Karnataka,Coimbatore,Other,35-44,Offline,
C06166,Central,Uttar Pradesh,Chennai,Prefer not to say,55-64,Email,2024-01-27
C06167,West,Rajasthan,Lucknow,Male,25-34,Organic,2024-03-14
C06168,North,Karnataka,Mumbai,Other,25-34,Paid Search,2025-07-27
C06169,South,Kerala,Jaipur,Prefer not to say,45-54,Organic,2024-05-05
C06170,South,Maharashtra,New Delhi,Prefer not to say,35-44,Organic,
C06171,Central,Maharashtra,New Delhi,Female,25-34,Social,2024-01-21
C06172,Central,Gujarat,Chennai,Other,25-34,Referral,2024-04-22
C06173,East,Haryana,Lucknow,Male,18-24,Referral,2024-01-10
C06174,East,Punjab,Surat,Male,18-24,Organic,2024-10-02
C06175,East,Karnataka,Kolkata,Female,35-44,Referral,2024-02-05
C06176,South,Maharashtra,Gurugram,Other,25-34,Organic,2024-02-28
C06177,East,Punjab,Jaipur,Prefer not to say,35-44,Organic,2024-03-14
C06178,West,West Bengal,Bengaluru,Other,45-54,Referral,2024-03-05
C06179,Central,West Bengal,Surat,Other,18-24,Paid Search,2024-12-12
C06180,East,Telangana,Surat,Prefer not to say,45-54,Organic,2024-06-03
C06181,South,West Bengal,Bhubaneswar,Female,35-44,Organic,2024-01-05
C06182,Central,Maharashtra,Mumbai,Male,35-44,Organic,2024-12-24
C06183,South,Telangana,Bengaluru,Female,45-54,Organic,2024-01-17
C06184,South,Haryana,Mysuru,Male,25-34,Referral,2024-02-16
C06185,Central,Kerala,Jaipur,Prefer not to say,18-24,Paid Search,2025-01-19
C06186,North,Madhya Pradesh,Indore,Male,25-34,Organic,2024-11-19
C06187,South,Odisha,Chandigarh,Female,55-64,Social,2024-02-15
C06188,Central,Uttar Pradesh,Gurugram,Female,18-24,Social,2024-01-06
C06189,East,Rajasthan,Lucknow,Male,35-44,Email,2024-04-28
C06190,East,Rajasthan,Jaipur,Male,25-34,Paid Search,2024-02-05
C06191,South,West Bengal,Indore,Male,35-44,Paid Search,2025-01-09
C06192,North,Gujarat,Bhubaneswar,Female,25-34,Organic,2024-03-15
C06193,South,Telangana,Chennai,Female,45-54,Paid Search,2024-06-16
C06194,South,Punjab,Coimbatore,Other,55-64,Organic,2025-02-01
C06195,North,Maharashtra,Coimbatore,Prefer not to say,35-44,Email,2024-04-21
C06196,East,Maharashtra,Ahmedabad,Other,35-44,Referral,2024-05-18
C06197,East,Madhya Pradesh,Bengaluru,Prefer not to say,45-54,Organic,2025-07-24
C06198,North,Maharashtra,Mumbai,Prefer not to say,35-44,Organic,2024-04-30
C06199,South,Madhya Pradesh,Ahmedabad,Female,35-44,Organic,2024-10-29
C06200,West,Telangana,Patna,Female,45-54,Paid Search,2024-02-10
C06201,South,Karnataka,Chennai,Male,25-34,Organic,2024-06-21
C06202,West,Uttar Pradesh,Hyderabad,Female,65+,Organic,2024-07-26
C06203,South,Karnataka,Chennai,Male,18-24,Organic,2024-08-24
C06204,Central,Odisha,Hyderabad,Prefer not to say,65+,Offline,2024-01-11
C06205,North,Maharashtra,Gurugram,Male,35-44,Referral,2024-02-04
C06206,Central,Karnataka,Lucknow,Other,25-34,Offline,2024-05-18
C06207,West,Karnataka,Pune,Prefer not to say,18-24,Organic,2024-04-26
C06208,South,Punjab,Kochi,Other,18-24,Paid Search,2024-01-24
C06209,North,Telangana,Chandigarh,Other,45-54,Organic,2024-02-08
C06210,South,Kerala,Ahmedabad,Prefer not to say,65+,Paid Search,2025-02-07
C06211,East,West Bengal,Jaipur,Prefer not to say,18-24,Paid Search,
C06212,North,Bihar,Bengaluru,Female,35-44,Referral,2024-07-29
C06213,North,Gujarat,Jaipur,Other,25-34,Paid Search,2025-02-06
C06214,East,Rajasthan,Kolkata,Prefer not to say,25-34,Social,2024-12-31
C06215,East,Bihar,Hyderabad,Male,65+,Organic,2024-02-12
C06216,West,Gujarat,Coimbatore,Female,55-64,Paid Search,2024-03-19
C06217,Central,Rajasthan,Patna,Male,25-34,Email,2024-08-12
C06218,North,Tamil Nadu,Kochi,Male,25-34,Organic,2025-01-02
C06219,South,Bihar,Bhubaneswar,Prefer not to say,25-34,Organic,2024-03-09
C06220,Central,Rajasthan,Bengaluru,Prefer not to say,45-54,Social,2024-03-24
C06221,West,Bihar,Patna,Other,55-64,Organic,2024-03-10
C06222,South,Odisha,Chandigarh,Male,18-24,Organic,2024-03-22
C06223,Central,Telangana,Chennai,Prefer not to say,35-44,Offline,2024-06-01
C06224,Central,Odisha,Patna,Prefer not to say,35-44,Organic,2024-08-25
C06225,Central,Uttar Pradesh,Lucknow,Other,45-54,Referral,2025-02-24
C06226,North,Rajasthan,Bhubaneswar,Male,18-24,Referral,2024-10-26
C06227,South,Madhya Pradesh,Mumbai,Other,25-34,Organic,2024-01-08
C06228,West,Karnataka,Mumbai,Female,25-34,Paid Search,2024-09-21
C06229,East,Punjab,Mysuru,Prefer not to say,25-34,Organic,2024-01-03
C06230,South,Telangana,Hyderabad,Male,18-24,Social,2024-02-27
C06231,South,Gujarat,Lucknow,Other,65+,Referral,2025-01-27
C06232,West,Karnataka,Indore,Prefer not to say,25-34,Organic,2024-02-02
C06233,North,Uttar Pradesh,Hyderabad,Male,25-34,Organic,2025-01-14
C06234,West,Maharashtra,Kochi,Other,35-44,Social,
C06235,South,Madhya Pradesh,Gurugram,Other,35-44,Social,2024-03-31
C06236,South,Telangana,Surat,Female,25-34,Organic,2024-03-10
C06237,East,West Bengal,Lucknow,Female,35-44,Organic,2025-01-02
C06238,North,Punjab,New Delhi,Prefer not to say,25-34,Organic,2024-05-05
C06239,Central,Punjab,Kolkata,Female,25-34,Organic,2024-04-03
C06240,West,Uttar Pradesh,Hyderabad,Male,45-54,Referral,2024-01-03
C06241,South,Karnataka,Patna,Other,25-34,Organic,2024-05-30
C06242,Central,Delhi,Kochi,Other,35-44,Organic,2024-07-18
C06243,South,Uttar Pradesh,Mysuru,Female,25-34,Organic,2024-01-31
C06244,East,Uttar Pradesh,Mysuru,Prefer not to say,25-34,Referral,2024-02-14
C06245,West,Uttar Pradesh,Bengaluru,Prefer not to say,45-54,Organic,2024-03-24
C06246,East,Telangana,Bengaluru,Female,25-34,Organic,2024-02-07
C06247,North,Bihar,New Delhi,Male,18-24,Offline,
C06248,East,Maharashtra,Ahmedabad,Other,35-44,Paid Search,2024-03-29
C06249,North,Delhi,Lucknow,Male,45-54,Referral,2024-03-24
C06250,North,Delhi,Bengaluru,Prefer not to say,45-54,Organic,2024-08-26
C06251,Central,Karnataka,Indore,Prefer not to say,25-34,Social,2024-03-11
C06252,West,Karnataka,Jaipur,Male,25-34,Offline,2024-07-31
C06253,West,Maharashtra,Mysuru,Female,35-44,Email,2024-10-04
C06254,South,Karnataka,Kolkata,Female,25-34,Referral,2024-02-26
C06255,North,Haryana,Kolkata,Prefer not to say,25-34,Offline,2024-10-13
C06256,Central,Uttar Pradesh,Surat,Female,18-24,Paid Search,2024-01-18
C06257,East,Maharashtra,Chennai,Female,45-54,Paid Search,2024-06-10
C06258,East,Karnataka,Kolkata,Prefer not to say,25-34,Offline,2025-07-10
C06259,South,Bihar,New Delhi,Female,25-34,Social,2024-10-26
C06260,North,Punjab,Pune,Prefer not to say,18-24,Referral,
C06261,West,Punjab,Coimbatore,Female,35-44,Paid Search,2024-01-01
C06262,West,Punjab,New Delhi,Male,18-24,Paid Search,2024-12-06
C06263,Central,Punjab,Gurugram,Female,18-24,Organic,2024-10-08
C06264,East,Haryana,Mysuru,Female,35-44,Organic,2025-02-28
C06265,West,Madhya Pradesh,Indore,Other,25-34,Social,2025-02-12
C06266,North,Bihar,Gurugram,Female,18-24,Organic,2025-01-28
C06267,West,Maharashtra,Kolkata,Other,18-24,Paid Search,2024-10-11
C06268,Central,Delhi,Kochi,Male,35-44,Social,2024-10-31
C06269,North,Haryana,New Delhi,Prefer not to say,25-34,Organic,2024-02-04
C06270,Central,Odisha,Ahmedabad,Prefer not to say,18-24,Paid Search,2024-08-23
C06271,West,Uttar Pradesh,Bengaluru,Male,55-64,Organic,2024-03-17
C06272,Central,Punjab,Bhubaneswar,Female,25-34,Organic,2024-05-14
C06273,West,Haryana,Jaipur,Female,35-44,Social,2024-11-01
C06274,West,West Bengal,New Delhi,Female,35-44,Referral,2024-05-27
C06275,North,Uttar Pradesh,Mysuru,Prefer not to say,25-34,Organic,2024-07-20
C06276,South,Bihar,Hyderabad,Male,25-34,Social,2024-12-31
C06277,Central,Kerala,Vadodara,Prefer not to say,35-44,Paid Search,2024-09-01
C06278,West,Telangana,Pune,Female,35-44,Social,2025-07-21
C06279,West,Uttar Pradesh,Kolkata,Other,55-64,Paid Search,2024-12-23
C06280,North,Bihar,Jaipur,Prefer not to say,45-54,Organic,2024-09-20
C06281,Central,Odisha,Patna,Female,35-44,Email,2024-10-22
C06282,South,Odisha,Bengaluru,Other,25-34,Referral,2024-08-17
C06283,Central,Uttar Pradesh,Bengaluru,Other,35-44,Organic,2024-03-10
C06284,West,Punjab,Gurugram,Female,35-44,Organic,2024-12-16
C06285,East,Karnataka,Ahmedabad,Other,55-64,Referral,2024-03-18
C06286,South,Delhi,Hyderabad,Prefer not to say,18-24,Organic,2024-04-03
C06287,North,Tamil Nadu,Ahmedabad,Prefer not to say,35-44,Organic,2024-08-31
C06288,West,Madhya Pradesh,Mumbai,Prefer not to say,18-24,Paid Search,2024-02-29
C06289,West,Uttar Pradesh,Gurugram,Other,25-34,Organic,2024-12-06
C06290,North,West Bengal,Pune,Prefer not to say,45-54,Email,2024-02-29
C06291,East,Punjab,Bhubaneswar,Female,45-54,Referral,2024-10-21
C06292,North,West Bengal,Vadodara,Male,25-34,Organic,2025-03-06
C06293,South,Madhya Pradesh,Gurugram,Female,25-34,Social,2025-07-09
C06294,North,Gujarat,Mumbai,Prefer not to say,55-64,Social,2024-05-01
C06295,South,Odisha,Indore,Prefer not to say,55-64,Social,2024-02-12
C06296,West,Maharashtra,Bengaluru,Female,25-34,Paid Search,2024-02-10
C06297,East,Delhi,Kolkata,Female,18-24,Organic,2024-12-08
C06298,East,Bihar,Mysuru,Male,35-44,Paid Search,2024-05-12
C06299,North,Telangana,Kolkata,Male,35-44,Paid Search,
C06300,East,Madhya Pradesh,Hyderabad,Other,25-34,Paid Search,2024-01-15
C06301,South,Uttar Pradesh,Chennai,Female,25-34,Paid Search,
C06302,North,Karnataka,Indore,Prefer not to say,45-54,Paid Search,2024-02-23
C06303,North,Madhya Pradesh,Chennai,Other,35-44,Email,2024-07-07
C06304,North,Bihar,Jaipur,Male,45-54,Email,2024-08-01
C06305,North,Maharashtra,Gurugram,Prefer not to say,25-34,Organic,2024-12-31
C06306,Central,Rajasthan,Gurugram,Prefer not to say,25-34,Organic,2024-05-25
C06307,West,Haryana,Indore,Male,55-64,Social,2024-03-04
C06308,East,Delhi,Vadodara,Male,18-24,Organic,2024-04-06
C06309,North,Telangana,Coimbatore,Female,18-24,Social,2024-06-10
C06310,North,Karnataka,Kochi,Female,35-44,Referral,2024-04-10
C06311,West,Odisha,Lucknow,Prefer not to say,55-64,Organic,2024-03-09
C06312,West,Telangana,Hyderabad,Prefer not to say,25-34,Organic,2025-05-20
C06313,East,Bihar,New Delhi,Prefer not to say,25-34,Email,2024-02-11
C06314,East,Delhi,Coimbatore,Other,35-44,Social,2024-04-27
C06315,South,Haryana,New Delhi,Female,25-34,Organic,2025-05-30
C06316,West,Odisha,Bhubaneswar,Other,18-24,Paid Search,2025-01-05
C06317,South,Punjab,New Delhi,Male,35-44,Organic,2024-06-25
C06318,Central,Madhya Pradesh,Gurugram,Prefer not to say,35-44,Referral,2025-02-08
C06319,East,Uttar Pradesh,New Delhi,Other,25-34,Social,2024-07-12
C06320,West,Telangana,Hyderabad,Female,25-34,Social,2024-04-23
C06321,West,Punjab,Vadodara,Male,45-54,Offline,2024-08-07
C06322,North,Delhi,Chandigarh,Male,25-34,Paid Search,
C06323,West,Telangana,Indore,Other,18-24,Organic,2024-05-10
C06324,West,Punjab,Lucknow,Prefer not to say,35-44,Email,2024-02-07
C06325,North,Rajasthan,Hyderabad,Other,25-34,Organic,2024-09-05
C06326,North,Maharashtra,Bhubaneswar,Female,25-34,Paid Search,
C06327,North,Rajasthan,Kolkata,Prefer not to say,25-34,Organic,2024-01-14
C06328,West,Maharashtra,Gurugram,Other,35-44,Organic,2024-01-27
C06329,Central,Punjab,Pune,Male,35-44,Referral,2025-07-13
C06330,South,Rajasthan,Mumbai,Female,25-34,Social,2024-04-27
C06331,East,Rajasthan,Kochi,Male,35-44,Social,2024-05-13
C06332,South,Uttar Pradesh,Bengaluru,Prefer not to say,25-34,Organic,2024-09-22
C06333,East,Telangana,Chennai,Other,45-54,Social,2024-09-22
C06334,South,Haryana,Bhubaneswar,Prefer not to say,25-34,Organic,
C06335,Central,Karnataka,Ahmedabad,Male,18-24,Organic,2024-01-28
C06336,West,Gujarat,Lucknow,Prefer not to say,35-44,Organic,2024-09-13
C06337,South,Tamil Nadu,Bhubaneswar,Other,25-34,Social,2024-06-27
C06338,West,Karnataka,Bhubaneswar,Prefer not to say,25-34,Social,2024-01-06
C06339,North,Telangana,Hyderabad,Prefer not to say,45-54,Organic,2024-05-10
C06340,South,Kerala,Chandigarh,Male,35-44,Social,2024-09-23
C06341,South,Rajasthan,Chennai,Other,25-34,Organic,
C06342,West,Delhi,Coimbatore,Prefer not to say,35-44,Email,2024-12-07
C06343,East,West Bengal,Hyderabad,Male,35-44,Organic,2024-02-11
C06344,West,Delhi,Mysuru,Prefer not to say,35-44,Paid Search,2024-01-28
C06345,West,Madhya Pradesh,Mumbai,Female,35-44,Social,2024-05-07
C06346,Central,Punjab,Lucknow,Prefer not to say,35-44,Referral,2024-07-28
C06347,South,Madhya Pradesh,Jaipur,Female,35-44,Social,2025-05-30
C06348,East,Haryana,Kochi,Male,18-24,Referral,2024-06-21
C06349,East,Telangana,Bengaluru,Female,55-64,Organic,
C06350,Central,Kerala,Mysuru,Male,25-34,Organic,
C06351,Central,Rajasthan,Kolkata,Prefer not to say,45-54,Social,
C06352,East,Haryana,Chennai,Prefer not to say,18-24,Referral,2024-04-14
C06353,North,West Bengal,Lucknow,Other,25-34,Referral,2025-02-10
C06354,West,Delhi,Kochi,Prefer not to say,25-34,Organic,2024-02-03
C06355,Central,Karnataka,Pune,Prefer not to say,18-24,Organic,2024-08-27
C06356,East,Rajasthan,Kochi,Other,35-44,Paid Search,2024-05-16
C06357,North,Tamil Nadu,Patna,Female,18-24,Organic,2024-02-26
C06358,East,Delhi,Mysuru,Male,18-24,Social,2024-03-31
C06359,West,Bihar,Ahmedabad,Male,35-44,Organic,2025-02-15
C06360,South,Bihar,Chandigarh,Prefer not to say,35-44,Organic,
C06361,South,Haryana,Kolkata,Female,55-64,Email,2024-09-09
C06362,South,Haryana,Ahmedabad,Male,35-44,Email,2024-07-15
C06363,North,Rajasthan,New Delhi,Female,45-54,Referral,2024-08-20
C06364,East,Bihar,Bhubaneswar,Prefer not to say,35-44,Organic,
C06365,North,West Bengal,Vadodara,Prefer not to say,25-34,Organic,2025-07-03
C06366,South,Maharashtra,Patna,Female,35-44,Organic,
C06367,South,Punjab,Indore,Other,25-34,Paid Search,2024-03-09
C06368,East,Maharashtra,Indore,Prefer not to say,25-34,Paid Search,2024-08-20
C06369,South,Madhya Pradesh,Coimbatore,Female,55-64,Social,2024-01-08
C06370,North,Gujarat,Ahmedabad,Prefer not to say,35-44,Paid Search,2024-05-20
C06371,South,Madhya Pradesh,Bengaluru,Male,25-34,Organic,2024-08-29
C06372,South,Tamil Nadu,Bengaluru,Prefer not to say,55-64,Organic,2024-06-22
C06373,North,Madhya Pradesh,Coimbatore,Female,18-24,Social,2024-05-23
C06374,South,Odisha,Lucknow,Prefer not to say,18-24,Organic,2024-10-22
C06375,North,Telangana,Pune,Female,18-24,Organic,2024-03-19
C06376,North,West Bengal,Coimbatore,Female,18-24,Organic,2024-10-17
C06377,North,Rajasthan,Bhubaneswar,Male,35-44,Referral,2024-03-05
C06378,West,Punjab,Chennai,Male,25-34,Referral,2024-06-05
C06379,East,Rajasthan,Mumbai,Female,25-34,Organic,2024-02-29
C06380,Central,Karnataka,Indore,Male,18-24,Social,2024-02-27
C06381,West,Delhi,Ahmedabad,Prefer not to say,25-34,Social,2024-09-21
C06382,East,Tamil Nadu,Lucknow,Prefer not to say,45-54,Paid Search,2025-03-28
C06383,North,Madhya Pradesh,Jaipur,Prefer not to say,35-44,Email,2024-01-29
C06384,East,Tamil Nadu,Surat,Prefer not to say,25-34,Organic,2024-09-25
C06385,Central,West Bengal,Jaipur,Female,35-44,Social,2025-06-07
C06386,Central,Uttar Pradesh,Jaipur,Female,18-24,Organic,2024-11-24
C06387,East,Haryana,Chandigarh,Other,25-34,Paid Search,2024-06-10
C06388,East,Karnataka,Ahmedabad,Other,18-24,Email,2024-03-04
C06389,South,Maharashtra,Vadodara,Male,45-54,Paid Search,2024-07-28
C06390,South,Tamil Nadu,Bhubaneswar,Prefer not to say,35-44,Email,2024-03-02
C06391,North,Tamil Nadu,Coimbatore,Male,18-24,Organic,2024-05-13
C06392,North,Odisha,Surat,Prefer not to say,35-44,Referral,2024-02-17
C06393,North,Delhi,Gurugram,Other,18-24,Offline,2024-09-20
C06394,West,Punjab,Surat,Female,25-34,Organic,2024-08-15
C06395,West,Tamil Nadu,Patna,Prefer not to say,25-34,Organic,2024-08-17
C06396,South,West Bengal,Kochi,Prefer not to say,45-54,Email,2024-02-21
C06397,Central,Bihar,Ahmedabad,Other,25-34,Email,2024-06-23
C06398,Central,Gujarat,Kolkata,Prefer not to say,45-54,Paid Search,2024-01-10
C06399,Central,Telangana,Vadodara,Other,35-44,Paid Search,2024-09-29
C06400,North,Karnataka,Bhubaneswar,Prefer not to say,35-44,Organic,2024-08-26
C06401,West,Telangana,Bengaluru,Prefer not to say,35-44,Organic,2024-06-04
C06402,North,Gujarat,Patna,Male,45-54,Referral,2024-02-29
C06403,North,Karnataka,Coimbatore,Female,25-34,Organic,2024-04-30
C06404,Central,Madhya Pradesh,Ahmedabad,Female,25-34,Paid Search,2025-03-22
C06405,North,Tamil Nadu,Ahmedabad,Other,25-34,Paid Search,2024-03-16
C06406,South,Punjab,Indore,Female,25-34,Organic,2024-06-23
C06407,Central,Telangana,Lucknow,Female,18-24,Organic,2024-03-18
C06408,South,Madhya Pradesh,Jaipur,Male,45-54,Email,2024-01-12
C06409,South,Gujarat,Kolkata,Male,25-34,Paid Search,2025-03-11
C06410,South,Tamil Nadu,Bengaluru,Male,18-24,Paid Search,2024-09-10
C06411,North,Gujarat,Chennai,Male,18-24,Social,2024-08-13
C06412,East,Punjab,Gurugram,Other,55-64,Organic,2024-12-20
C06413,North,Bihar,Mumbai,Male,45-54,Organic,2024-03-03
C06414,East,Gujarat,Indore,Female,25-34,Organic,2024-05-29
C06415,Central,Delhi,Chandigarh,Other,25-34,Organic,2024-10-18
C06416,Central,Haryana,Kolkata,Male,25-34,Paid Search,2024-10-01
C06417,South,Punjab,Jaipur,Male,25-34,Social,2024-03-27
C06418,West,Telangana,Jaipur,Male,55-64,Paid Search,2024-04-10
C06419,South,Madhya Pradesh,Patna,Female,25-34,Organic,
C06420,North,Punjab,Coimbatore,Other,45-54,Paid Search,2024-12-15
