session_id,customer_id,session_start,source,medium,campaign_id,device,pages_viewed,duration_seconds,bounced
SESSYNMWKT1Q1O,C06214,2024-02-11,Direct,Direct,,Mobile,3,167,0
SESS675BD34KIU,C04771,2025-04-04,Organic,SEO,,Desktop,9,185,0
SESSHV8HET54XU,,2024-04-28,Organic,SEO,,Mobile,1,313,1
SESSZUXGZ2WP1I,,2025-07-27,Email,Email,,Desktop,1,292,1
SESSWNEPK0629P,C02007,2025-03-25,Organic,SEO,,Mobile,3,345,0
SESSP2U5HW8FSN,C06386,2025-03-16,Paid Search,CPC,CAM0066,Mobile,1,250,1
SESSHHCGDHAUH0,,2024-07-07,Organic,SEO,,Desktop,3,225,0
SESS5LHJZN91HM,,2024-10-11,Organic,SEO,,Mobile,6,297,0
SESSHSHP3ZAWNG,,2024-04-13,Organic,SEO,,Mobile,3,183,0
SESSHALIEOSFH9,,2025-07-22,Social,Social,,Mobile,4,205,0
SESSPWVEV1VJLD,C03885,2025-04-01,Organic,SEO,,Mobile,7,233,0
SESSBB8MPAZE2F,C02282,2024-11-06,Organic,SEO,CAM0001,Desktop,25,75,0
SESSUR3GQPDG9Q,C05392,2025-01-18,Paid Search,CPC,CAM0011,Mobile,5,114,0
SESSW97LT6RRI0,C02214,2024-06-13,Organic,SEO,,Desktop,3,141,0
SESSKBES2J0ZDG,,2025-02-10,Direct,Direct,,Mobile,9,322,0
SESSM4XQDVEN0C,,2025-08-03,Display,Display,CAM0070,Desktop,5,132,0
SESS1TJDT1GUA2,C04697,2025-04-20,Email,Email,,Desktop,10,5,1
SESSF65NY2SFIG,C00885,2024-02-27,Affiliate,Affiliate,,Tablet,3,215,0
SESSUXNJVGHJDJ,C00646,2025-02-19,Paid Search,CPC,,Desktop,3,5,1
SESSRVGEBYE2MB,,2024-09-07,Organic,SEO,,Desktop,3,95,0
SESS4Q1AUWU6E5,,2024-08-07,Social,Social,,Mobile,1,156,1
SESSX01UQJ1KSM,,2024-06-08,Organic,SEO,CAM0061,Mobile,3,192,0
SESS2N89KINKOG,,2024-07-05,Paid Search,CPC,CAM0091,Mobile,1,195,1
SESSE9775HTC1M,,2025-04-08,Direct,Direct,,Mobile,8,247,0
SESS6ZVVKRQHV5,,2025-05-12,Referral,Referral,,Mobile,3,239,0
SESSEQ135GKK4J,,2024-11-25,Organic,SEO,,Mobile,1,152,1
SESSUSMV9CK0TK,C00072,2024-12-14,Organic,SEO,,Mobile,1,236,1
SESS4N3NQDBAQ3,C04199,2025-05-14,Social,Social,CAM0012,Desktop,1,151,1
SESS9TOMT5Q722,C05703,2025-05-04,Organic,SEO,,Mobile,4,5,1
SESSK3NH8138U3,C03473,2024-10-06,Display,Display,,Mobile,2,233,0
SESS3O60OMXB6B,C03153,2024-06-12,Organic,SEO,,Tablet,1,276,1
SESS4CAFPQK0GF,,2025-02-01,Direct,Direct,,Desktop,4,284,0
SESS0KAUORJSWN,C06180,2024-03-08,Direct,Direct,,Desktop,1,151,1
SESSIB7WBOUUSW,,2025-03-03,Organic,SEO,CAM0016,Mobile,15,67,0
SESSXLHSMDP3LS,C02375,2025-03-07,Paid Search,CPC,,Desktop,10,141,0
SESS2KV75RYZOD,C00852,2025-01-09,Referral,Referral,,Mobile,1,5,1
SESSYO0U2GJ1V8,,2025-02-26,Organic,SEO,CAM0046,Desktop,1,167,1
SESSZM3LT5PZFJ,C06140,2024-03-18,Organic,SEO,CAM0056,Desktop,4,329,0
SESSUL3DGFTY87,C03747,2025-05-02,Organic,SEO,,Mobile,1,301,1
SESSLZGHE5PF6Z,,2024-06-18,Social,Social,,Mobile,10,189,0
SESSV9UEUEME6G,,2024-02-07,Organic,SEO,CAM0081,Mobile,11,150,0
SESSBJVVQY18BB,C01179,2025-07-20,Paid Search,CPC,CAM0001,Mobile,2,224,0
SESS3QIIHVCV4W,C05159,2024-10-16,Paid Search,CPC,,Desktop,2,274,0
SESS71VNTG17XZ,C06563,2025-07-11,Referral,Referral,,Desktop,1,5,1
SESSZAFBDDDSOE,C01070,2024-06-19,Paid Search,CPC,,Desktop,17,268,0
SESSOWNSXOS4V2,,2025-08-04,Organic,SEO,,Mobile,1,138,1
SESS5JYVAMRE6J,C05217,2024-10-18,Referral,Referral,,Tablet,8,54,0
SESS2F8JFSQ2JQ,C04542,2025-08-03,Organic,SEO,,Mobile,1,329,1
SESSSMJSRN2I5K,,2025-02-25,Referral,Referral,,Desktop,1,5,1
SESSU1LCSJ5TQT,,2024-04-14,Organic,SEO,,Mobile,1,252,1
SESS6T1KBHD2ZA,,2025-07-19,Organic,SEO,CAM0076,Mobile,12,229,0
SESSXWBZBOKRAJ,C05101,2025-02-09,Direct,Direct,,Mobile,2,356,0
SESSMNF042A0GR,C01910,2025-04-03,Paid Search,CPC,,Desktop,1,262,1
SESSP9PE3B015V,C06381,2024-09-04,Organic,SEO,,Mobile,2,89,0
SESS925OE2MLJG,C01676,2024-11-04,Affiliate,Affiliate,CAM0019,Mobile,13,341,0
SESSTP3V033PNF,,2025-01-07,Social,Social,,Mobile,1,222,1
SESST73JK5KTC5,C03507,2024-04-15,Organic,SEO,CAM0061,Desktop,1,365,1
SESSB3HUV8E9TD,,2024-11-10,Paid Search,CPC,,Tablet,5,269,0
SESSBJ7A187AKT,C00660,2025-06-22,Email,Email,,Mobile,1,5,1
SESS51WZ1NMNPQ,,2024-03-12,Organic,SEO,,Tablet,2,197,0
SESS6YBZAUMTG0,,2025-01-12,Email,Email,CAM0073,Mobile,7,292,0
SESS370VZ6VJ0S,C02534,2025-05-10,Organic,SEO,,Mobile,10,171,0
SESSS2ILEKHVYF,,2024-07-03,Organic,SEO,CAM0016,Mobile,1,156,1
SESS4GGVABPLRY,C00016,2024-05-13,Organic,SEO,,Mobile,20,274,0
SESS2HNG08GVPC,,2024-06-22,Organic,SEO,,Mobile,1,173,1
SESSI8HTRE7HND,,2025-01-27,Organic,SEO,,Mobile,1,5,1
SESS0H5UKJ333D,C03724,2024-03-04,Organic,SEO,,Desktop,1,362,1
SESSW73HGECZQY,,2025-02-18,Paid Search,CPC,,Mobile,7,205,0
SESSD4DYRPSDW2,,2025-02-06,Organic,SEO,,Mobile,1,191,1
SESS6MJUH9WKQ4,,2024-04-22,Direct,Direct,,Desktop,7,142,0
SESS5M11NN5IXS,,2024-03-05,Display,Display,,Mobile,3,377,0
SESS8G4FHU99QK,,2025-02-04,Organic,SEO,,Mobile,1,137,1
SESS97NPQNVI9N,C02239,2024-10-16,Paid Search,CPC,,Mobile,1,255,1
SESSCZMOTK9ZT0,C03543,2025-04-27,Organic,SEO,,Mobile,2,144,0
SESSOHYE7BQM28,C04351,2025-02-23,Paid Search,CPC,,Desktop,5,111,0
SESS90ACVN79M4,C06567,2024-11-10,Direct,Direct,,Tablet,3,142,0
SESS1PO2UGF7K5,,2024-03-29,Referral,Referral,,Mobile,1,264,1
SESSZ4TWFLXQ4A,,2024-12-22,Email,Email,CAM0018,Desktop,4,5,1
SESSOU2IR0NJN6,C07899,2025-06-01,Organic,SEO,CAM0041,Mobile,1,235,1
SESSTA0APU6W0P,,2024-12-30,Paid Search,CPC,,Desktop,3,150,0
SESSRKRTGWAZP3,,2024-09-23,Organic,SEO,CAM0086,Tablet,11,197,0
SESS6SQYSTMNI1,C00089,2025-02-09,Paid Search,CPC,,Mobile,1,303,1
SESSGFLAKQDC8V,,2024-05-18,Email,Email,CAM0053,Mobile,1,192,1
SESSL6QVLLSJ46,,2024-06-13,Organic,SEO,,Tablet,6,200,0
SESSK8V3Z3ZBLF,C05610,2024-04-15,Social,Social,,Mobile,1,94,1
SESSHXF664S6EK,C06079,2024-05-28,Paid Search,CPC,,Mobile,1,258,1
SESSTUZJCNTZPG,,2024-07-03,Referral,Referral,,Desktop,5,5,1
SESSCPI46ZYLSI,,2025-02-13,Organic,SEO,CAM0096,Desktop,1,213,1
SESSF6E2NW9542,C02793,2024-07-19,Organic,SEO,,Mobile,2,5,1
SESSS4R343UYI1,,2024-08-07,Organic,SEO,CAM0096,Tablet,4,164,0
SESS15RV8VEUL0,C02072,2025-04-14,Paid Search,CPC,,Mobile,4,174,0
SESSS06INYCSTF,C02189,2025-03-09,Social,Social,,Desktop,1,94,1
SESSO26DWAECWN,C05306,2024-01-29,Organic,SEO,CAM0011,Tablet,8,198,0
SESS4LEXE71V9W,,2024-03-04,Social,Social,,Mobile,1,139,1
SESST6C5JOG52X,,2024-04-05,Direct,Direct,,Mobile,1,278,1
SESSMUJCJSAEWR,C06918,2025-06-23,Organic,SEO,,Tablet,1,159,1
SESSRMRXUI2LDS,C06081,2025-05-24,Direct,Direct,,Mobile,1,68,1
SESS0KD7I0MGHO,C03358,2024-12-05,Affiliate,Affiliate,,Mobile,1,216,1
SESSEOCGES0LB8,C06520,2024-09-07,Organic,SEO,,Mobile,4,5,1
SESSBW09YGEZA0,,2024-10-05,Organic,SEO,CAM0041,Tablet,1,180,1
SESSFRSJM1B0AK,,2024-02-08,Organic,SEO,,Tablet,1,297,1
SESSHRKDTP7922,,2024-03-09,Organic,SEO,CAM0081,Tablet,6,301,0
SESSXV0QOILX06,C02327,2024-10-03,Direct,Direct,,Mobile,4,8,1
SESSH0LEDJEX8N,C04071,2024-04-29,Organic,SEO,,Mobile,3,155,0
SESSUKY5ULWVN9,,2024-03-26,Organic,SEO,CAM0041,Mobile,8,360,0
SESSRSLOWS35Q9,,2024-06-25,Paid Search,CPC,,Desktop,1,84,1
SESSEKRWOREMA1,,2024-04-01,Direct,Direct,,Mobile,3,255,0
SESSIE5Z0DEP0G,,2025-02-23,Social,Social,CAM0007,Mobile,1,170,1
SESS2LAUHP65TG,,2024-03-21,Paid Search,CPC,,Desktop,1,5,1
SESSTA339I1R2B,C01137,2024-12-06,Paid Search,CPC,CAM0081,Tablet,5,255,0
SESSNA8WCZFFFR,,2025-02-24,Social,Social,CAM0002,Desktop,3,277,0
SESSQ6JYGQ7LBJ,,2024-08-15,Paid Search,CPC,,Desktop,3,144,0
SESSRNLM4Q0BIT,C05100,2025-04-17,Direct,Direct,,Mobile,6,315,0
SESSOIX6066O0K,,2024-03-28,Referral,Referral,,Tablet,3,340,0
SESSQTZSIVPG9S,,2024-12-15,Organic,SEO,,Desktop,6,83,0
SESSTMMFVCSA0D,,2024-07-08,Organic,SEO,,Desktop,2,97,0
SESSPC4BUOEZ0R,C03765,2024-05-15,Paid Search,CPC,,Mobile,1,46,1
SESS72UCOTULR3,,2024-11-20,Referral,Referral,,Mobile,1,199,1
SESSA2Y15I9W5O,,2024-02-09,Email,Email,CAM0043,Mobile,7,82,0
SESSMQPPQXP80D,C03571,2024-10-13,Organic,SEO,,Desktop,2,431,0
SESSM1D2OWJOLA,,2024-09-12,Organic,SEO,,Mobile,8,139,0
SESSFU3KHH5YAI,C07680,2025-02-23,Direct,Direct,,Tablet,4,189,0
SESS6GNG1ZV071,,2025-06-22,Affiliate,Affiliate,,Desktop,3,104,0
SESSW7IZB4RFSY,C01452,2024-10-17,Organic,SEO,CAM0041,Mobile,2,369,0
SESSSTA0CNDH0L,,2024-11-11,Paid Search,CPC,,Mobile,2,155,0
SESSPA39R02QHS,,2024-05-11,Paid Search,CPC,,Tablet,2,107,0
SESSZZXFDEOK3G,C07410,2025-06-22,Organic,SEO,CAM0056,Desktop,1,252,1
SESSJHYCH2YSBH,,2024-10-29,Referral,Referral,,Mobile,4,406,0
SESSXIZW60ZIYJ,,2024-10-08,Organic,SEO,,Tablet,3,319,0
SESSAXP5CX83AO,,2025-05-06,Referral,Referral,,Mobile,2,158,0
SESS29JM8659QZ,C05346,2024-10-06,Organic,SEO,,Tablet,2,192,0
SESSS7FNOXKM83,,2025-05-14,Display,Display,,Tablet,5,192,0
SESS7L4P4Y961M,C06017,2024-07-17,Paid Search,CPC,,Mobile,2,185,0
SESS0XWEGOQHFG,C03939,2025-01-09,Organic,SEO,,Desktop,2,196,0
SESSWL8ZU6Z39I,C02599,2024-10-26,Social,Social,,Mobile,10,269,0
SESSZLYCR5TE5I,,2024-10-25,Organic,SEO,,Mobile,1,272,1
SESSI2W79P3ZT1,C01415,2025-07-08,Organic,SEO,,Desktop,1,103,1
SESSGWEAP6RU3P,C00084,2024-11-17,Organic,SEO,,Desktop,3,69,0
SESST826OW022W,C04338,2024-04-19,Referral,Referral,,Mobile,3,267,0
SESSG8ZRRMU0U2,,2025-04-15,Organic,SEO,,Mobile,3,105,0
SESSJ982B3TYCN,C04100,2025-02-15,Paid Search,CPC,CAM0061,Mobile,1,174,1
SESSND1F0RO28E,,2025-05-27,Paid Search,CPC,CAM0071,Desktop,4,268,0
SESSMX3ZQ77XES,C04846,2025-04-24,Referral,Referral,,Mobile,1,274,1
SESSUYATB2SGZL,,2024-05-19,Organic,SEO,,Mobile,7,100,0
SESSY7P3LY7UIQ,,2025-05-18,Email,Email,,Desktop,1,337,1
SESSBA3VZ4BK0B,C00142,2024-02-29,Direct,Direct,,Mobile,1,230,1
SESSIC2MPG0OLN,C01939,2024-07-01,Paid Search,CPC,CAM0066,Desktop,7,203,0
SESS6Q72VTGY2U,C07082,2025-02-22,Display,Display,CAM0045,Mobile,4,410,0
SESSVST5ITQB4S,C02416,2024-08-14,Organic,SEO,,Desktop,3,319,0
SESSHG8XXTDTCB,C05438,2025-01-25,Direct,Direct,,Mobile,1,302,1
SESS638HKM5QJF,C04377,2024-05-23,Direct,Direct,,Desktop,14,71,0
SESS07E8Z39QWR,,2025-07-17,Affiliate,Affiliate,CAM0069,Desktop,3,244,0
SESSMEIPCKG2OH,,2025-08-15,Referral,Referral,,Desktop,14,149,0
SESS6G7ZUBEJL6,,2024-01-27,Social,Social,CAM0047,Mobile,1,61,1
SESS01ZXMPRADB,C02874,2025-05-22,Organic,SEO,CAM0081,Mobile,1,150,1
SESSKTXUAF9M2Q,C03488,2025-08-13,Paid Search,CPC,,Mobile,1,321,1
SESS0KWSL9CHX4,C05982,2024-05-06,Organic,SEO,,Mobile,10,156,0
SESSVAZB3E7JLW,C07854,2025-03-31,Paid Search,CPC,,Desktop,1,178,1
SESS8NRP0D3BX0,,2024-10-07,Organic,SEO,CAM0046,Mobile,1,256,1
SESSZWTL29L1GE,,2025-01-29,Affiliate,Affiliate,,Mobile,1,202,1
SESSUBXV62HUEX,,2024-11-14,Paid Search,CPC,,Desktop,3,83,0
SESSHS6W0QI2N2,C05907,2025-03-16,Organic,SEO,,Mobile,3,235,0
SESS2XBNCMCXBH,,2024-12-06,Organic,SEO,,Desktop,5,38,0
SESS0PFSVFN0BD,,2024-04-28,Organic,SEO,,Desktop,2,103,0
SESSXEKZXIDABG,C05070,2025-01-02,Organic,SEO,CAM0096,Mobile,3,256,0
SESSAFOXHTWR13,C05752,2025-01-19,Paid Search,CPC,,Mobile,1,109,1
SESS34QZH75KSJ,,2025-05-24,Organic,SEO,CAM0041,Desktop,1,246,1
SESS4OT0T6TMXM,C07828,2025-08-04,Referral,Referral,,Mobile,3,295,0
SESS3HSEJ81Q0W,C01634,2024-06-06,Paid Search,CPC,,Tablet,1,108,1
SESSVYM1PQSQD7,C00839,2024-03-26,Direct,Direct,,Desktop,1,201,1
SESSJG6BSHGDTE,,2024-12-26,Paid Search,CPC,CAM0021,Desktop,1,178,1
SESSUV1M6JV6IO,C06274,2024-03-25,Direct,Direct,,Mobile,10,135,0
SESSXQJ0PG0TLJ,,2024-12-24,Paid Search,CPC,CAM0076,Mobile,2,5,1
SESSPEW6EKZ3AD,C00927,2024-05-12,Social,Social,,Desktop,1,56,1
SESSCSVT8W74LV,,2025-01-21,Direct,Direct,,Mobile,6,320,0
SESSKK3YC1HGV8,C04103,2024-09-03,Social,Social,,Desktop,1,272,1
SESS1N2IB0NSOI,,2024-05-20,Organic,SEO,CAM0006,Mobile,1,85,1
SESSHCQ3YLDU85,,2025-03-22,Paid Search,CPC,,Mobile,1,133,1
SESSYRJGPT308N,,2024-03-16,Direct,Direct,,Tablet,2,185,0
SESSPUIBXKACVE,C03349,2024-04-07,Email,Email,,Mobile,5,5,1
SESSUIJDAOMWKL,,2024-10-29,Social,Social,CAM0032,Mobile,5,120,0
SESSFJOXY91BK6,,2025-04-10,Affiliate,Affiliate,,Mobile,1,108,1
SESSUQKVFBOO7L,,2024-02-24,Organic,SEO,CAM0016,Tablet,4,90,0
SESSSMIBADY38K,,2024-10-31,Organic,SEO,CAM0011,Mobile,3,66,0
SESSUZHO1A7KSK,C02243,2025-06-17,Organic,SEO,,Mobile,3,227,0
SESS1KCFQO66RU,,2024-02-04,Social,Social,,Mobile,1,325,1
SESS7K45AJJF2Q,C01883,2025-06-23,Paid Search,CPC,,Mobile,1,202,1
SESSHSCX9XPIXG,C05399,2025-05-03,Social,Social,,Mobile,8,368,0
SESSGCR6K1FFRD,,2024-05-19,Direct,Direct,,Desktop,3,171,0
SESSR1ET6WX35X,C03516,2024-04-09,Social,Social,,Mobile,4,203,0
SESSQVOZX7HI62,,2025-01-07,Direct,Direct,,Mobile,4,311,0
SESSJ40V7CJQMY,,2024-01-23,Organic,SEO,,Mobile,7,255,0
SESSVNJM0CDYC2,,2024-10-10,Organic,SEO,,Tablet,1,282,1
SESSLDVY7OKZYQ,,2024-04-22,Organic,SEO,,Mobile,6,113,0
SESSUV9BIEKF2V,,2025-01-07,Display,Display,,Desktop,1,270,1
SESSZ9W9HDIGCR,C05013,2024-07-15,Direct,Direct,,Mobile,2,5,1
SESS28DNZ5ZBTC,,2024-06-12,Organic,SEO,CAM0036,Mobile,5,99,0
SESS8P4OJKQYMP,C04304,2025-03-06,Paid Search,CPC,,Desktop,4,38,0
SESSXDMZ8KMO8N,,2025-07-21,Organic,SEO,,Mobile,6,134,0
SESS3JBK4LR9KL,C00702,2024-01-10,Social,Social,,Tablet,1,5,1
SESSO94A0XFLN9,,2025-02-01,Affiliate,Affiliate,CAM0014,Desktop,1,16,1
SESSLKGCV2Y37D,,2024-05-31,Direct,Direct,,Desktop,5,186,0
SESS4FC4TBOI7Y,,2024-07-09,Social,Social,,Mobile,1,165,1
SESST95F4PFZCQ,,2024-10-03,Email,Email,CAM0098,Mobile,4,184,0
SESS1MULM0976L,,2025-05-07,Paid Search,CPC,CAM0041,Desktop,9,362,0
SESSL4JQT0AVTM,C07399,2024-08-30,Direct,Direct,,Mobile,6,298,0
SESSYDPP3QDBOM,,2025-05-02,Affiliate,Affiliate,,Mobile,1,274,1
SESSC4S8VX7IJO,C02964,2024-10-02,Social,Social,,Tablet,8,270,0
SESS94KCT05H9S,C07595,2024-07-08,Paid Search,CPC,,Desktop,7,304,0
SESS7R96SNVOWD,,2024-11-02,Social,Social,CAM0022,Mobile,15,222,0
SESSJMOEH74CDY,,2024-10-22,Direct,Direct,,Desktop,1,154,1
SESSZFYNA9G2P7,C07201,2024-08-21,Organic,SEO,,Mobile,4,207,0
SESSZY310D9R0X,,2024-12-06,Organic,SEO,CAM0091,Mobile,1,113,1
SESS7WYHDJJX99,,2025-08-15,Organic,SEO,CAM0001,Tablet,1,167,1
SESSGA0IIFUVQ2,C00246,2024-07-11,Direct,Direct,,Desktop,11,246,0
SESSPRJ9YT8XMA,,2024-12-29,Email,Email,,Desktop,1,5,1
SESSVSIMZU5T1D,,2024-09-14,Paid Search,CPC,,Mobile,2,5,1
SESSFAH2ZIVUNY,,2025-05-25,Organic,SEO,,Tablet,1,117,1
SESS59BK1K4M0W,,2024-08-18,Organic,SEO,,Mobile,1,5,1
SESS4UGBHVYV6L,,2024-01-14,Organic,SEO,,Mobile,4,201,0
SESSBYEMS0AAB7,,2024-01-14,Paid Search,CPC,,Mobile,3,287,0
SESSCFSBTRKMFE,,2025-07-09,Organic,SEO,,Mobile,1,359,1
SESSCZS77E7LF2,,2024-07-28,Affiliate,Affiliate,CAM0079,Desktop,1,190,1
SESSIP63Q7850L,C03934,2024-02-09,Direct,Direct,,Mobile,8,208,0
SESSM374JNUPVC,,2024-02-03,Paid Search,CPC,CAM0021,Mobile,4,282,0
SESSTE21VMKGCU,,2024-08-21,Organic,SEO,,Mobile,2,215,0
SESSJM8U59HMTS,C05407,2024-10-16,Paid Search,CPC,CAM0066,Mobile,2,107,0
SESSKW2SKR9AS9,,2025-03-08,Organic,SEO,CAM0026,Mobile,1,112,1
SESSX82JIADASF,C03938,2024-11-13,Social,Social,CAM0057,Mobile,10,226,0
SESSL8PS8TOREW,,2025-02-11,Referral,Referral,,Mobile,1,116,1
SESSF6UKWO2ML5,,2024-03-20,Paid Search,CPC,,Mobile,1,105,1
SESS9OZ26WJ4XO,,2024-06-24,Paid Search,CPC,,Tablet,7,132,0
SESSRVLWVZHKP3,,2024-10-11,Affiliate,Affiliate,,Desktop,2,200,0
SESSRGH7P2WZTI,C07448,2024-11-13,Organic,SEO,,Desktop,1,592,1
SESS6TWDFLOPC0,C04262,2025-02-13,Organic,SEO,,Mobile,9,135,0
SESSE7JZ8MKUUY,,2024-05-21,Organic,SEO,,Desktop,1,167,1
SESSCG95FWA9J5,C02646,2024-09-03,Direct,Direct,,Desktop,2,87,0
SESSO1JHKGNT23,,2024-06-25,Organic,SEO,,Desktop,3,180,0
SESS9MV9MJ9STR,,2024-12-09,Display,Display,,Desktop,1,274,1
SESSNW9YSMFUAP,,2024-09-20,Affiliate,Affiliate,CAM0039,Mobile,1,112,1
SESSV8RFIEL5I7,,2024-06-16,Referral,Referral,,Desktop,1,64,1
SESSWXQCTDPUWS,,2024-01-25,Paid Search,CPC,CAM0056,Desktop,6,89,0
SESSAHZ3SOSOAN,,2025-06-10,Paid Search,CPC,,Mobile,26,347,0
SESSEIU8YL9C40,C02993,2025-06-11,Affiliate,Affiliate,CAM0054,Desktop,1,214,1
SESS8OTZRL5K64,,2024-11-05,Organic,SEO,,Mobile,1,5,1
SESS9HN1ARCQEV,C00028,2024-01-28,Paid Search,CPC,,Desktop,1,300,1
SESSUHQF9YBUZ7,C02793,2025-01-04,Paid Search,CPC,CAM0051,Mobile,3,411,0
SESS84HZ44GI73,C03814,2025-01-18,Paid Search,CPC,,Mobile,1,323,1
SESS4MYKD0PN3R,,2024-10-20,Email,Email,CAM0048,Mobile,3,5,1
SESSBDGD8SDUDQ,C01098,2025-04-23,Direct,Direct,,Mobile,4,183,0
SESS2R2P3D5SGA,C07257,2025-08-02,Affiliate,Affiliate,,Mobile,1,203,1
SESSNRCNNBIVBM,C07284,2024-02-06,Organic,SEO,,Desktop,1,419,1
SESSB9F03CF239,C01706,2025-06-30,Referral,Referral,,Mobile,6,82,0
SESSO8SRQNKF0N,C01440,2025-01-06,Organic,SEO,CAM0081,Mobile,1,235,1
SESSPT3ZZDUKT1,C06108,2024-04-11,Social,Social,,Desktop,1,240,1
SESSD5O2BLV1CP,,2024-12-20,Direct,Direct,,Mobile,1,228,1
SESSPF2XMHILVZ,C06243,2025-04-09,Organic,SEO,,Desktop,2,140,0
SESSOLJL35M599,,2025-04-24,Direct,Direct,,Mobile,2,279,0
SESS4VQRCAP4G9,C05351,2024-08-03,Organic,SEO,,Desktop,2,119,0
SESSUKH04CU2U7,,2024-11-22,Organic,SEO,,Mobile,2,96,0
SESSGMP9CSTMX4,C07825,2024-09-03,Paid Search,CPC,,Desktop,4,401,0
SESSIAIR2GVZ86,,2024-03-28,Direct,Direct,,Mobile,1,109,1
SESSGX6A2L9Z7M,C04848,2024-11-29,Paid Search,CPC,CAM0051,Mobile,4,427,0
SESS8SC2D8GVEK,,2024-07-18,Paid Search,CPC,,Mobile,1,7,1
SESS3467LSDN8L,,2025-01-17,Organic,SEO,,Mobile,1,309,1
SESS1H1W7O2G2Y,C02759,2025-03-03,Organic,SEO,,Tablet,1,72,1
SESSM5UCCL3M5F,,2024-11-30,Affiliate,Affiliate,,Desktop,5,87,0
SESSKCXNEJL2N5,C01429,2025-03-25,Email,Email,CAM0043,Desktop,1,271,1
SESSJC7BGH9IBX,,2024-08-03,Email,Email,,Mobile,2,136,0
SESSLKDIH0PI48,,2025-08-08,Paid Search,CPC,,Tablet,2,19,0
SESSP0YQJTE5IJ,C01875,2024-09-11,Organic,SEO,,Mobile,1,232,1
SESS4BLTKC96KA,C06725,2025-06-12,Email,Email,CAM0058,Tablet,1,339,1
SESSAJF9DELDFR,C04918,2025-05-19,Paid Search,CPC,CAM0006,Mobile,13,140,0
SESSY4GYHSI3EV,C03030,2025-03-13,Direct,Direct,,Mobile,1,147,1
SESST51YGPJOL3,C04669,2025-04-14,Paid Search,CPC,,Mobile,1,170,1
SESS15HJYDOXHG,C01173,2024-01-06,Email,Email,,Mobile,4,234,0
SESSDZNHW02MMT,,2024-08-06,Organic,SEO,,Desktop,5,263,0
SESSKSG50ZW50G,,2025-05-27,Referral,Referral,,Desktop,1,18,1
SESSBF47JHS4J1,C00511,2025-07-29,Referral,Referral,,Mobile,4,147,0
SESSK0ZK4W2764,,2025-05-27,Organic,SEO,,Tablet,8,39,0
SESSYWGIS7AK42,,2024-07-07,Social,Social,CAM0057,Mobile,2,19,0
SESS59FQHR3W8M,C03836,2024-09-03,Organic,SEO,,Mobile,8,27,0
SESSX6WVNIFDZE,C02846,2025-07-25,Organic,SEO,CAM0001,Desktop,1,346,1
SESS3PBSNX8LCM,C06386,2025-07-08,Paid Search,CPC,CAM0076,Desktop,4,215,0
SESSRMD2YIA3SA,,2025-03-03,Organic,SEO,CAM0091,Desktop,2,224,0
SESSBJPH3GGF4H,C03468,2025-07-03,Paid Search,CPC,,Mobile,5,277,0
SESSSB1TULPQH0,,2024-12-28,Social,Social,,Tablet,1,5,1
SESSZGJ8IVADDP,C01924,2025-01-30,Social,Social,CAM0022,Desktop,8,284,0
SESSA5J31F1LJA,,2024-05-15,Paid Search,CPC,,Mobile,1,72,1
SESSDOL5PVPAEH,C06590,2025-03-09,Organic,SEO,CAM0091,Desktop,1,249,1
SESSBD6NECE70D,C06141,2024-11-13,Organic,SEO,,Mobile,9,152,0
SESS8YTNOAO6SG,,2025-06-18,Referral,Referral,,Mobile,5,179,0
SESSVWFIIKV393,,2025-05-15,Paid Search,CPC,CAM0056,Mobile,9,80,0
SESSCSOZU4LAET,,2024-12-14,Direct,Direct,,Mobile,2,151,0
SESSE1QJVTJ8UA,C00482,2024-02-28,Organic,SEO,,Mobile,2,5,1
SESSPSMZ2TIONA,,2024-05-19,Paid Search,CPC,,Desktop,3,5,1
SESSP234V1WWBG,,2024-07-22,Email,Email,CAM0053,Desktop,3,142,0
SESSC7FR93XTZ8,C03592,2024-06-06,Direct,Direct,,Tablet,8,397,0
SESSCYE291DA3U,C06686,2024-11-25,Direct,Direct,,Desktop,8,325,0
SESSKWFZ487MRV,C02466,2024-07-14,Paid Search,CPC,CAM0036,Desktop,1,98,1
SESSKYW5MMI91A,,2025-03-06,Direct,Direct,,Mobile,1,306,1
SESSK4OP5U3OTS,,2025-07-06,Social,Social,CAM0077,Mobile,5,190,0
SESSJ3PK31CAO2,,2025-06-02,Organic,SEO,CAM0091,Mobile,1,69,1
SESSR8614ZRWIW,,2025-04-16,Organic,SEO,,Tablet,4,158,0
SESSIEYN2ZZNHN,C04811,2025-04-02,Organic,SEO,,Tablet,5,196,0
SESSTZJYJ9B90E,,2024-02-14,Organic,SEO,CAM0021,Mobile,3,95,0
SESS6BL50RGZMQ,,2024-02-07,Social,Social,,Mobile,21,257,0
SESSBWPF5KX8VG,,2025-08-15,Affiliate,Affiliate,CAM0014,Desktop,1,200,1
SESS0LFP0RS3FY,C01884,2024-12-06,Direct,Direct,,Mobile,1,202,1
SESS9921RSORN4,C02087,2025-07-23,Direct,Direct,,Mobile,9,79,0
SESSP3K12E4OUN,,2024-10-28,Referral,Referral,,Mobile,3,149,0
SESS34GLFUERH0,,2024-07-11,Email,Email,,Mobile,5,154,0
