return_id,order_item_id,return_date,reason,refund_amount
RET7N3PWG7H,OI0035665,2024-07-15,Size/fit,209.53
RETSQULM44Y,OI0010389,2025-05-29,Arrived late,7219.75
RET1KV649L0,OI0045497,2024-11-06,Not as described,3668.8
RETMRC3KEFH,OI0030073,2024-10-01,Other,201.96
RETGTGNIYTY,OI0002594,2024-07-26,Size/fit,905.73
RETWSKO2RKD,OI0009062,2025-04-01,Other,4772.26
RETZPUC9A4I,OI0037673,2024-09-19,Arrived late,1100.68
RETFIS1FXG3,OI0002869,2024-05-21,Arrived late,12899.9
RETC0PH6EW7,OI0024554,2024-09-15,Not as described,94668.84
RET88ZKDIO9,OI0032952,2024-10-02,Not as described,325.73
RET876224ZS,OI0034863,2025-06-12,Wrong Item,694.87
RETP4LQHBNS,OI0006940,2025-07-15,Size/fit,939.23
RET32LWZGYO,OI0029781,2024-01-25,Size/fit,26711.92
RETNBXBPFRW,OI0016167,2024-07-27,Not as described,1975.3
RETHLGMFN6M,OI0007709,2025-06-11,Arrived late,4618.65
RETNGRPBS66,OI0003987,2025-07-17,Not as described,4916.08
RETX0M9FRSG,OI0037704,2024-06-25,Arrived late,6833.89
RETH1T57309,OI0041318,2024-04-04,Arrived late,24179.75
RETA8Z15LYN,OI0013665,2024-10-12,Not as described,24051.85
RET9HINLRWZ,OI0032637,2024-07-30,Damaged,3170.39
RETPDNL7PMF,OI0010952,2024-05-14,Size/fit,9337.54
RET9IT4VOS7,OI0006432,2025-03-19,Other,7114.84
RET01OZQU3O,OI0036518,2025-06-18,Arrived late,898.21
RETXEF4291B,OI0033412,2025-05-15,Arrived late,8001.29
RETEY0UK2KL,OI0015539,2024-04-04,Damaged,4000.46
RETPDHTIFFV,OI0001132,2024-07-26,Other,4859.68
RETBD045YML,OI0011987,2025-04-26,Wrong Item,3675.28
RETP9JRMF9A,OI0010501,2024-06-02,Damaged,341.98
RET6TGA7YNS,OI0024146,2025-03-18,Other,5487.51
RETQNOZSC27,OI0018528,2024-07-22,Damaged,16580.66
RET434PX34V,OI0032312,2024-11-01,Arrived late,751.84
RETWVEDAJ12,OI0004423,2024-01-26,Size/fit,2073.67
RETHGQZFGT4,OI0025201,2025-08-25,Damaged,3998.26
RETXCN5TJ0Z,OI0040583,2024-12-18,Wrong Item,44431.71
RET67B0E1IF,OI0037887,2024-02-25,Not as described,935.33
RETW0JO9W99,OI0019398,2024-04-04,Other,2037.03
RETEK88VGCJ,OI0036224,2024-09-15,Damaged,2807.34
RETNTFIB6JL,OI0036617,2024-09-23,Damaged,10322.55
RET7SZ7HOXA,OI0019091,2025-06-13,Wrong Item,9281.86
RETU5GW7UUI,OI0042883,2025-01-20,Size/fit,6935.62
RET8VPADX2F,OI0009318,2025-08-06,Damaged,45658.67
RETO9WUEF55,OI0021518,2024-12-12,Damaged,83504.24
RET5X1TY9XN,OI0024414,2024-12-05,Size/fit,5089.94
RETSAR95XSK,OI0012628,2024-02-25,Wrong Item,2805.85
RETWCHVEKVZ,OI0020067,2025-01-14,Other,3908.19
RET2UBPIOUQ,OI0045419,2025-03-10,Other,208.84
RET3QWMYDF0,OI0029117,2024-03-15,Damaged,3333.54
RETI1ZIHGZW,OI0008135,2024-07-09,Size/fit,1080.31
RET05D97BHJ,OI0000854,2024-04-19,Damaged,6442.91
RET5QHAE27S,OI0040182,2024-11-11,Not as described,8948.72
RETESKK4GA2,OI0034000,2024-12-22,Other,1016.68
RETZ18EBF62,OI0034127,2024-06-13,Arrived late,1077.3
RETBPVR9LYO,OI0027718,2024-12-09,Not as described,322.56
RET3PTUQDQT,OI0021376,2025-08-13,Damaged,28832.53
RETLOTHPIX6,OI0042741,2024-12-25,Wrong Item,3574.04
RET752XAJB0,OI0026539,2024-08-18,Other,10538.26
RETYWEKG1NH,OI0040331,2025-06-18,Arrived late,6982.06
RETZ9L82GQ4,OI0008791,2025-02-04,Not as described,1036.59
RET6D3AE0BG,OI0041537,2024-12-05,Other,4829.68
RET359G8B3G,OI0000050,2024-12-29,Size/fit,3703.46
RETJIWUBQ47,OI0011282,2024-06-07,Wrong Item,1595.08
RETWBNFXQPR,OI0031014,2025-03-09,Not as described,1137.95
RET2T5CQMS6,OI0014922,2025-06-26,Size/fit,4447.93
RETA5CA3Z27,OI0029479,2025-05-22,Damaged,4090.71
RETLBZA6RH2,OI0005542,2024-02-02,Size/fit,1548.08
RET31WQK9Q3,OI0032232,2024-10-06,Not as described,1231.79
RET07DAV4P9,OI0028864,2024-03-18,Not as described,2900.65
RETAIXHYE5X,OI0004631,2024-12-30,Damaged,8817.44
RET2JP4OG8E,OI0041009,2024-03-09,Size/fit,800.59
RETUS5QB3A2,OI0014837,2024-06-15,Size/fit,1501.03
RET7V0SR0OF,OI0005200,2025-07-24,Damaged,1921.52
RET7OPJZUKR,OI0035272,2025-02-10,Size/fit,164.05
RET3VCAO345,OI0040161,2025-03-10,Other,2635.95
RETBQ45OPKH,OI0022807,2025-02-11,Damaged,5013.57
RETT1GH6VZT,OI0029090,2025-05-07,Wrong Item,1217.01
RETOKK4B86K,OI0021290,2025-01-25,Not as described,3038.62
RET26YIN5T0,OI0012624,2024-11-24,Wrong Item,1320.43
RET3G0FH9T4,OI0002741,2024-07-20,Other,3921.61
RETNAGCKJSA,OI0001986,2025-08-15,Other,52968.87
RETF9U5CP51,OI0040716,2024-03-22,Arrived late,9356.73
RETDLBDJ0C7,OI0022620,2024-01-31,Arrived late,2196.6
RETVFM9U6N1,OI0045558,2024-11-28,Arrived late,9149.54
RET0W2VGSVX,OI0017894,2025-03-24,Damaged,3075.58
RETE4OAP01A,OI0000174,2024-06-03,Size/fit,11766.67
RET3IZ1WYZR,OI0020959,2024-03-14,Other,147.06
RETV3EOIAQ8,OI0022869,2024-05-03,Wrong Item,33206.0
RETYS2G75XW,OI0011891,2025-08-29,Wrong Item,4691.07
RET610DHKXO,OI0022740,2024-01-13,Wrong Item,391.13
RET6ZSD2GQZ,OI0022349,2024-03-08,Wrong Item,1018.27
RETCRV21OMA,OI0013658,2025-02-04,Arrived late,6680.98
RETPQCYUK0C,OI0019843,2025-06-06,Wrong Item,575.59
RET6I9GUEJR,OI0004281,2025-03-04,Size/fit,10615.91
RETPL588F1H,OI0008678,2025-05-25,Arrived late,5560.14
RETBKOBM1K0,OI0000420,2025-09-03,Wrong Item,1172.97
RET1R9YS0G7,OI0000673,2025-07-17,Damaged,4246.82
RETSIEI7HLB,OI0039235,2024-11-30,Not as described,7174.59
RET1YK0PY5I,OI0012300,2024-06-04,Not as described,2068.71
RETCNYCY6L5,OI0021403,2024-01-26,Not as described,2995.73
RETN1HRYB54,OI0018989,2024-03-30,Arrived late,37853.45
RETR1VNC3QP,OI0008490,2025-06-07,Wrong Item,389.94
RETVLL3LG3Z,OI0023289,2024-04-29,Other,1254.22
RETRXW0JY7J,OI0015256,2024-03-28,Other,1510.0
RETNOHNRFOH,OI0029092,2024-11-27,Other,15617.5
RETZOXEJ6EQ,OI0013848,2025-05-03,Arrived late,616.39
RETIA0K8N0F,OI0020768,2024-01-18,Size/fit,4381.18
RET5NUND8BR,OI0008629,2024-01-28,Damaged,4302.76
RETGT0SLNHF,OI0023856,2024-02-16,Damaged,1723.06
RET8H8HQIJ3,OI0037682,2025-07-18,Not as described,1775.96
RETDQOK73IK,OI0002531,2024-08-01,Not as described,2001.64
RET29IBZJWH,OI0006101,2024-03-02,Other,5481.45
RET5Y1E6EZ9,OI0038330,2025-08-17,Other,38163.07
RETXPW9YH90,OI0006421,2024-07-12,Not as described,1683.87
RETJUKL3QOB,OI0040397,2025-08-08,Wrong Item,15635.66
RETBYYQJNXP,OI0021228,2024-03-10,Size/fit,14188.36
RETZVF63836,OI0023433,2024-07-10,Size/fit,13725.45
RETXS9WSWWJ,OI0023688,2024-05-14,Size/fit,1660.47
RET4D15Z971,OI0027070,2024-07-07,Size/fit,2121.7
RET7NTUT56N,OI0040137,2024-11-22,Not as described,11579.94
RETOES49J9V,OI0028954,2025-05-15,Damaged,13027.82
RET5YQ24B2V,OI0012726,2024-04-17,Not as described,1693.13
RET5W8EXD21,OI0036334,2024-06-02,Size/fit,4748.24
RETMXJDC3QC,OI0035297,2024-04-22,Not as described,2801.41
RETDN51XCO4,OI0000647,2024-07-09,Size/fit,1594.06
RETLMXR0LRA,OI0028871,2025-01-27,Arrived late,4004.81
RETND8LGLCM,OI0006921,2025-08-23,Other,4128.93
RET2N3BMWL9,OI0008539,2024-06-18,Damaged,28547.32
RETSE2P19KM,OI0031550,2024-04-06,Arrived late,3993.92
RETNMLNYT3O,OI0004570,2024-03-10,Wrong Item,8783.97
RETBS579BV5,OI0014750,2025-07-10,Not as described,21898.8
RETPN8D4F7D,OI0028371,2024-08-21,Wrong Item,259.86
RET5T16QZDH,OI0025862,2025-02-06,Not as described,17227.06
RETX1AMUZP3,OI0005396,2025-07-03,Other,61035.46
RETCRVOSO0L,OI0041152,2025-05-12,Arrived late,657.24
RETZ6N4IQI1,OI0008583,2025-05-22,Other,9838.62
RET727IYA3N,OI0014875,2024-11-08,Size/fit,4838.24
RETJI5FLOLV,OI0016229,2025-01-28,Other,5957.19
RETC74LPPRF,OI0037398,2024-12-31,Other,2884.27
RETUUXDK12S,OI0002056,2024-07-13,Size/fit,8909.14
RET4QC2TIR3,OI0017017,2024-09-09,Not as described,17931.5
RETYYE5C3GC,OI0032562,2024-06-22,Size/fit,2982.12
RETS0DMFB8J,OI0036126,2024-11-27,Arrived late,1955.41
RET160Q4DND,OI0012213,2025-02-07,Other,7852.18
RETJIQSY8PN,OI0014764,2024-08-15,Size/fit,9326.87
RETS4138J06,OI0020965,2025-04-21,Other,2001.99
RETKCVRG2XX,OI0033528,2025-07-29,Arrived late,970.72
RETGJHZGMIS,OI0012981,2024-08-25,Wrong Item,970.65
RET7CU80ZWR,OI0011961,2025-01-14,Arrived late,76542.03
RETJDTQA4MD,OI0022588,2025-02-21,Damaged,6355.74
RETPDJHTWEL,OI0026749,2025-04-08,Damaged,8232.95
RETCINZSKYK,OI0017024,2024-09-29,Damaged,3644.0
RETLHGVPZZ8,OI0045379,2025-06-02,Other,25678.07
RET1DHCGV3Q,OI0007614,2025-07-14,Not as described,15359.79
RETK59QGMYK,OI0019911,2024-09-28,Not as described,4284.81
RET310IJYNY,OI0006382,2025-01-02,Not as described,3923.49
RETU8SMN5CE,OI0039211,2024-09-28,Other,8457.75
RETAUNRWAI4,OI0029918,2024-11-05,Arrived late,491.39
RET1QHFX2BP,OI0036532,2025-06-17,Not as described,446.96
RETCZ056JA4,OI0038352,2025-04-18,Wrong Item,61255.02
RETJ5QU944B,OI0018642,2024-10-26,Damaged,1869.27
RET3RFNKSLS,OI0016453,2024-11-10,Arrived late,3094.98
RETY32QG03F,OI0035527,2024-11-01,Damaged,20480.84
RETIMALHOT9,OI0033189,2025-07-22,Not as described,1550.27
RETZ056Y5HP,OI0023349,2025-03-09,Arrived late,4584.3
RETDSRK0HBB,OI0020364,2024-09-11,Size/fit,1374.95
RETEYE0NCSA,OI0014132,2024-02-06,Wrong Item,516.78
RETH420PGI6,OI0029729,2024-08-07,Not as described,4764.66
RETHBFVTV3G,OI0034177,2024-07-01,Not as described,2187.59
RETTIFKSMQZ,OI0029745,2025-01-01,Wrong Item,1788.06
RETQC0E99ZW,OI0000293,2025-04-01,Wrong Item,865.06
RETB7DTRHPN,OI0025983,2024-10-27,Size/fit,26131.21
RETQVUPK3A5,OI0013125,2024-03-29,Not as described,1719.44
RETSFYXH8I2,OI0018981,2025-01-22,Other,145.49
RETFCV2QQIW,OI0011462,2025-06-07,Not as described,5354.63
RET3SUY3JHW,OI0037607,2025-03-09,Damaged,1856.23
RETOIERRA5M,OI0038986,2024-06-29,Arrived late,6300.43
RETRYUTLT73,OI0031097,2025-01-13,Arrived late,796.16
RET4523O98N,OI0044066,2025-07-10,Damaged,398.69
RETHSGI3SZC,OI0039223,2024-05-07,Arrived late,4676.56
RETZTI376FQ,OI0041685,2024-12-07,Wrong Item,3211.57
RETX1YBP2AQ,OI0001705,2024-05-24,Arrived late,4518.39
RETDMRX8J3G,OI0015122,2024-05-09,Arrived late,915.76
RETCP5LWSHY,OI0034477,2025-05-15,Damaged,8818.97
RETC1VYKIGP,OI0013193,2025-01-27,Size/fit,8497.57
RETYWJGTH7X,OI0001031,2024-02-11,Arrived late,20754.96
RET82JV78FY,OI0026713,2025-03-06,Other,4953.77
RETC4C87V24,OI0031428,2025-02-18,Arrived late,11103.83
RETHD9G0KAT,OI0004304,2024-10-05,Size/fit,10276.88
RETCPQURQZJ,OI0018130,2025-05-25,Damaged,5120.89
RETNEWD3Y3E,OI0005229,2024-02-28,Size/fit,2761.87
RETCEF7G5LO,OI0002465,2024-03-15,Damaged,537.27
RETBNAYT13U,OI0012711,2025-02-13,Wrong Item,2842.74
RETDSJ8BA0W,OI0003832,2025-05-05,Damaged,1348.16
RET0IXB2X9M,OI0016173,2024-02-04,Wrong Item,3779.29
RETJJEJ1WA0,OI0008940,2024-08-13,Wrong Item,537.78
RETZ9OWUKOX,OI0005246,2024-02-14,Damaged,19537.56
RET8XMK6QPS,OI0005479,2024-02-01,Other,25754.74
RET2U1VI0XI,OI0039531,2024-08-01,Not as described,976.03
RETMM0YRJNE,OI0022236,2024-01-24,Damaged,294.71
RETEHW2I1XD,OI0042012,2024-04-27,Arrived late,2226.16
RET7BXWP6OV,OI0018747,2025-07-15,Other,6530.27
RETIX7UHU4D,OI0018727,2025-04-21,Other,38411.7
RETDUL2PATZ,OI0014612,2024-11-09,Arrived late,1747.65
RETILEH7HHV,OI0017927,2025-02-13,Not as described,913.76
RET2LPTS6R6,OI0001571,2024-03-26,Other,2480.75
RET3Y3B7ZTS,OI0040214,2025-04-27,Wrong Item,116.03
RETPJH6VQGV,OI0036991,2025-06-25,Not as described,2752.7
RETERAVMHMK,OI0006903,2024-02-13,Arrived late,228.22
RETLZQ7JZ1J,OI0034349,2024-10-04,Not as described,1249.03
RETXFOJKNAN,OI0015751,2024-03-20,Damaged,3074.72
RETVR9ZJLDR,OI0021894,2025-08-08,Not as described,992.84
RET9ZU17D8H,OI0002373,2024-10-17,Wrong Item,102962.03
RET82ZO6VQV,OI0027124,2024-06-12,Damaged,4061.89
RETLVKMMJBY,OI0003004,2024-05-23,Size/fit,4074.17
RETYZ471AX5,OI0019684,2025-08-07,Arrived late,1392.91
RETCN44WCGP,OI0027142,2025-04-22,Arrived late,1976.78
RETQAGWDYFD,OI0011835,2025-04-21,Not as described,1707.79
RET6FOECRYC,OI0021212,2024-07-18,Other,2057.92
RETS8BS6YDI,OI0027908,2025-03-12,Damaged,6674.27
RET1EUYVRHP,OI0013562,2025-04-26,Size/fit,1464.96
RETT1XSY8IP,OI0008593,2025-02-17,Damaged,1327.57
RET8WWRX04E,OI0012758,2025-05-24,Arrived late,7890.35
RETVB10SCL8,OI0006430,2024-06-17,Damaged,34092.64
RETWQV3YMHU,OI0040479,2024-01-19,Size/fit,2947.02
RETUMPBSI8F,OI0035456,2024-05-20,Other,1337.39
RETNBUC6XRE,OI0020818,2024-08-14,Not as described,933.44
RETE9YTG3YC,OI0001471,2024-06-07,Wrong Item,2347.41
RET0C9LUL67,OI0033060,2024-03-09,Damaged,2989.61
RET6LZTC318,OI0009325,2024-12-31,Wrong Item,69.41
RETWJAO07KY,OI0006557,2024-04-20,Arrived late,1184.83
RETC2NRZKEU,OI0008345,2025-06-10,Not as described,2183.87
RETKEDTNQMY,OI0001006,2024-05-25,Not as described,2534.12
RETE61Q3PUW,OI0038740,2024-11-02,Damaged,1595.21
RETGCTCYCCJ,OI0033496,2024-12-05,Other,8382.62
RETZSOE7HH2,OI0000355,2024-11-23,Not as described,687.71
RET99NAZ2ZJ,OI0022067,2024-11-09,Damaged,18841.96
RET7YUXJJLJ,OI0021435,2025-02-18,Damaged,17394.38
RETX9C9ZFM0,OI0025787,2024-07-12,Wrong Item,2097.52
RETWGUCAWLL,OI0045834,2025-04-11,Not as described,519.91
RET8FMIQPU4,OI0029136,2024-07-09,Damaged,1643.37
RET9R4ZKQV0,OI0012959,2025-03-26,Wrong Item,2537.57
RETAV8CWRXP,OI0042006,2024-07-31,Size/fit,3166.37
RETCNY7ZWMH,OI0022163,2024-09-24,Wrong Item,12506.63
RETZJIOQCB1,OI0042975,2024-05-04,Wrong Item,13711.27
RETTZOEUVE6,OI0027174,2024-04-27,Damaged,4624.35
RETMB3IKEZ7,OI0046067,2024-04-27,Arrived late,24445.43
RETERGW7CC4,OI0037176,2024-02-12,Arrived late,15001.54
RETPVQVSZUZ,OI0040898,2025-02-22,Other,30025.87
RETNEQN0M85,OI0041492,2024-05-24,Arrived late,5989.68
RET6OWPW61W,OI0039668,2024-10-13,Wrong Item,1249.61
RETSKKXPS7E,OI0005605,2024-09-17,Other,51006.12
RETNWDVQD1J,OI0012960,2024-10-16,Damaged,3973.84
RET6CPVE0S7,OI0007681,2024-01-09,Not as described,1615.24
RETG8OZ9WC2,OI0021413,2024-06-08,Wrong Item,25177.94
RETHZEH7DLV,OI0010158,2025-07-29,Wrong Item,2515.8
RETPE7V27A8,OI0001445,2024-04-16,Other,4053.79
RETYX1VCIO7,OI0007539,2024-04-07,Damaged,19214.19
RETEZT2V9UF,OI0017896,2024-02-18,Size/fit,324.17
RET9WW1I2EX,OI0007309,2024-02-28,Wrong Item,53309.63
RET49DN1LBY,OI0026913,2024-08-19,Size/fit,859.31
RET4CK3NSJR,OI0037125,2025-06-09,Size/fit,4037.08
RET18N7NL24,OI0000148,2025-04-25,Arrived late,3874.92
RET43DHISSJ,OI0014190,2025-03-25,Damaged,2320.68
RETAEQLR7H5,OI0015745,2025-04-13,Size/fit,2329.26
RETHO27EOPZ,OI0016774,2024-11-04,Damaged,36578.07
RETWSI6NM2E,OI0015360,2024-01-10,Arrived late,2298.09
RETPQRTEUHK,OI0033164,2024-09-06,Damaged,604.47
RET63AR3KAL,OI0026982,2025-06-25,Wrong Item,900.27
RET939B1FI2,OI0040326,2025-08-01,Size/fit,9765.57
RETDU8QKEJK,OI0016028,2024-03-10,Damaged,642.55
RETEIYD18OP,OI0045248,2024-03-17,Not as described,1273.88
RETGT9ATCQT,OI0040927,2024-01-28,Damaged,6894.93
RET617U599V,OI0012499,2024-09-13,Size/fit,5455.64
RET9F7IXN35,OI0039331,2024-02-24,Arrived late,1177.63
RET9HR9L19G,OI0012894,2024-05-04,Arrived late,1609.7
RETMYZREJUC,OI0009573,2024-03-15,Size/fit,1438.56
RETDO78VE58,OI0005012,2024-09-28,Wrong Item,4252.66
RETZAK3DMWJ,OI0044935,2024-07-19,Wrong Item,1036.07
RETVN9625AE,OI0023640,2025-06-05,Arrived late,2965.43
RET6PQ5WRV9,OI0035690,2025-07-21,Arrived late,4861.44
RETRD6CN0DL,OI0023176,2024-06-20,Size/fit,2421.25
RET6TJ2UUCG,OI0042105,2024-06-02,Wrong Item,126.3
RETLW9SUY40,OI0005101,2024-11-24,Arrived late,1932.73
RETI2LADLN4,OI0025128,2024-10-17,Wrong Item,82926.97
RET64WVNRTQ,OI0026498,2025-04-03,Arrived late,2481.55
RET47S97K7O,OI0001378,2024-11-26,Damaged,1151.13
RETFZ73BXF3,OI0026341,2025-05-01,Not as described,8590.37
RETN7LVXSL7,OI0026566,2024-04-03,Other,2001.63
RETO7F89YE8,OI0002768,2024-12-13,Damaged,491.39
RETLGZ215BT,OI0018390,2025-06-27,Other,5106.44
RETAZK4SOO6,OI0045545,2024-06-23,Arrived late,1635.5
RETA0RBJ5TE,OI0026492,2025-01-21,Not as described,30440.98
RET4N5EDFP0,OI0026649,2024-02-19,Not as described,3286.27
RETFMBY453B,OI0029936,2024-08-02,Arrived late,6058.84
RET0C5HGY4B,OI0033916,2024-10-06,Arrived late,1946.95
RETIAU4R5RP,OI0024319,2024-06-17,Wrong Item,644.1
RETQ2UHINNS,OI0025002,2025-06-16,Arrived late,101552.26
RETVQYN84J5,OI0025737,2024-04-19,Size/fit,180.71
RET3DTW6XWA,OI0011125,2025-02-01,Arrived late,3761.56
RETUEQ8BYH3,OI0015487,2024-12-27,Size/fit,815.83
RETH8RZ3DJK,OI0006194,2025-04-24,Arrived late,99.36
RET87Z8DYUQ,OI0037079,2024-04-30,Wrong Item,21084.89
RETW7H9SHEI,OI0023183,2024-12-07,Size/fit,2133.84
RETYO07CKWY,OI0014659,2025-01-06,Damaged,12720.78
RETZ9CB6OMA,OI0002983,2024-06-26,Size/fit,5366.87
RETHQUV4F62,OI0036816,2025-01-19,Wrong Item,1943.99
RETUDEJLU1K,OI0012230,2024-07-13,Other,1371.41
RETODNAICMU,OI0030054,2025-02-19,Size/fit,701.15
RETDKS6Y2A8,OI0005228,2024-10-26,Arrived late,1481.67
RETDP6XZIN4,OI0036341,2024-04-23,Arrived late,388.21
RETXIEK2T47,OI0044158,2024-05-03,Other,1650.21
RETVIBC089D,OI0040230,2025-05-26,Wrong Item,6555.42
RETCLEF373M,OI0032332,2024-02-08,Not as described,127837.26
RET9LUWKVYA,OI0018872,2024-04-04,Arrived late,1567.91
RETC6LBHCAZ,OI0026739,2024-02-21,Damaged,1146.93
RETKMFNWR33,OI0020038,2025-03-02,Wrong Item,2909.55
RETKAENT3I4,OI0025547,2024-12-19,Size/fit,1402.7
RET5HQ9YXCR,OI0009378,2025-07-28,Size/fit,1399.66
RETKPNA4M1S,OI0016001,2024-02-01,Damaged,5369.43
RETYZC28J3J,OI0006758,2025-05-04,Arrived late,3457.32
RET7D8185QJ,OI0028712,2024-07-02,Wrong Item,7684.37
RETZYFGTNZU,OI0002970,2025-05-13,Damaged,3655.17
RET9CGHLQ5T,OI0012348,2024-07-28,Arrived late,11140.05
RET1F7RU556,OI0011142,2025-01-28,Wrong Item,3560.14
RET6JSOIIUS,OI0029907,2025-01-28,Size/fit,6083.39
RET6H2USZ2N,OI0017006,2024-09-10,Wrong Item,5516.18
RET4RBQ6EY7,OI0004420,2024-04-28,Other,2919.88
RETL8T36I36,OI0038210,2025-03-14,Not as described,54351.62
RETBUTYWQ1M,OI0021965,2024-03-01,Wrong Item,1461.73
RETWGJ2LWSJ,OI0041796,2024-08-12,Not as described,3979.82
RETW1F80G5V,OI0003036,2025-01-05,Wrong Item,3665.08
RETE9VONTB3,OI0037653,2024-12-25,Not as described,5123.63
RET10Q1YW4J,OI0015275,2024-10-28,Other,6135.4
RET3N5LFOCR,OI0045073,2024-08-28,Size/fit,15763.76
RETXIBZ1PT0,OI0008086,2025-01-07,Arrived late,110.55
RETMXL26WBQ,OI0030171,2024-04-18,Not as described,1038.44
RET51VJQD8F,OI0021299,2024-11-25,Other,901.97
RETDT2KA0Y9,OI0026634,2025-07-12,Not as described,3805.76
RET21HH0KDU,OI0020465,2025-08-12,Size/fit,6689.75
RETN06BW2JJ,OI0017991,2024-12-03,Not as described,5655.49
RET4NHWQ4PN,OI0018004,2025-03-22,Other,1015.28
RETBV89DLDK,OI0031732,2024-05-24,Other,4747.31
RET53738WRI,OI0035060,2025-07-09,Damaged,7549.15
RET2ZS336IB,OI0038856,2024-06-26,Size/fit,10092.1
RETRYGODMI0,OI0040291,2024-05-09,Damaged,118.73
RETT60V3LV5,OI0035138,2025-07-06,Size/fit,3529.93
RET0O4T9WEQ,OI0012761,2025-08-03,Not as described,174.19
RETIVHTYL9X,OI0021764,2024-08-24,Other,2388.21
RETX0RN9LRP,OI0031627,2025-05-12,Damaged,2046.67
RETVHBQKO9Y,OI0023639,2024-12-27,Not as described,658.88
RETJ9T2UE3Y,OI0035885,2024-02-28,Other,7492.9
RETZVKWS2RT,OI0019328,2025-04-10,Size/fit,4386.2
RETVYEGYXD3,OI0034898,2024-10-03,Other,9867.38
RETC2WODGSE,OI0020917,2024-10-19,Not as described,314.16
RETXQYP9TTV,OI0033238,2025-04-19,Damaged,1363.89
RETDNONG1WO,OI0030897,2025-06-19,Damaged,2546.98
RETC1JBBBJK,OI0008369,2025-08-01,Other,2294.8
RETM4E4Q2ON,OI0025544,2024-02-06,Not as described,580.29
RETAWAR7GC2,OI0043529,2024-12-11,Wrong Item,1766.36
RETEFAU9IAU,OI0039285,2025-05-08,Size/fit,5008.38
RETB3CY659I,OI0002625,2024-11-06,Size/fit,582.56
RET41M3HQLP,OI0005370,2025-07-19,Not as described,3915.08
RET42TYP78P,OI0028473,2024-07-30,Wrong Item,2813.33
RETSRGQXAP0,OI0020808,2025-07-27,Damaged,29663.52
RETHUF1YT2R,OI0015109,2024-01-16,Arrived late,933.58
RET6CU3LDRD,OI0044604,2024-12-02,Arrived late,25722.11
RETSZGNPJOI,OI0016842,2025-01-27,Not as described,78286.44
RET2XZY65PY,OI0030316,2024-09-27,Wrong Item,2439.62
RETMTY669Q7,OI0034864,2024-05-12,Wrong Item,517.8
RETD2C5EGND,OI0008526,2024-07-13,Size/fit,2086.37
RET3QPN1HY6,OI0016368,2024-12-16,Damaged,2520.67
RETM2KGS7AF,OI0006374,2024-05-30,Other,560.48
RETYN9S8XNY,OI0037891,2024-12-12,Wrong Item,7746.12
RETER3Q4B82,OI0008248,2024-05-13,Other,15483.71
RETO6GJY4NY,OI0020402,2025-01-26,Arrived late,5506.35
RET0UUAIW9E,OI0019547,2025-07-22,Other,1586.26
RETTTRTDPBL,OI0018624,2024-12-09,Damaged,23429.81
RET5P40IASF,OI0026013,2025-01-18,Damaged,4102.42
RETG121BCNP,OI0035767,2025-05-05,Other,22521.22
RETXCFIZS85,OI0020261,2024-11-20,Not as described,7209.26
RET4BLS04I4,OI0033365,2024-02-20,Wrong Item,118.01
RET4XC2HZQO,OI0017081,2025-05-11,Not as described,917.12
RETSJRG0L0N,OI0025211,2025-06-11,Other,745.65
RET4C1OHSG7,OI0028276,2024-12-22,Wrong Item,21015.54
RET3Z7ZX70T,OI0037827,2024-07-08,Size/fit,19960.4
RET5B3ONXB9,OI0029230,2025-03-25,Not as described,3689.14
RET30BZ8BVG,OI0005456,2025-07-30,Not as described,5829.54
RETHXJR0SL5,OI0039049,2024-10-10,Other,9214.71
RETT7PVBG4S,OI0040581,2024-12-22,Arrived late,1245.5
RETIJCMQEND,OI0028935,2025-02-13,Other,3697.98
RET94TEHBHU,OI0023614,2024-03-11,Not as described,100.46
RETP30FNXGL,OI0026824,2024-08-16,Wrong Item,4518.85
RETFI7GV5UI,OI0022808,2025-02-12,Arrived late,5463.73
RETX4NW647S,OI0009729,2025-03-13,Other,7704.54
RET9C6BOH84,OI0012655,2024-09-22,Other,3249.82
RETQW3PV6OY,OI0015171,2024-01-26,Not as described,2696.81
RETWC9AF1BZ,OI0031124,2025-06-01,Not as described,4529.8
RETCFTZAL92,OI0036992,2025-06-30,Size/fit,1977.82
RET2SLQ37O0,OI0005763,2024-06-14,Other,3546.28
RETFY1Y6JFR,OI0032023,2025-06-26,Not as described,301.92
RET7Q0QZB0O,OI0039898,2024-01-28,Damaged,891.93
RET0G4UDNR3,OI0021490,2025-01-23,Arrived late,1836.62
RET2IVWFKMC,OI0016727,2024-07-16,Damaged,1311.91
RETZMLLL6YH,OI0045099,2024-10-15,Arrived late,1309.51
RET2VMNW8ZD,OI0009995,2024-09-01,Other,3724.68
RETSP8IQC0D,OI0019500,2024-05-28,Size/fit,1296.92
RETYG2FLI2C,OI0037064,2025-02-24,Not as described,13559.08
RETGKAPWW3U,OI0030689,2024-05-15,Not as described,4090.35
RETEIMNHDOL,OI0041451,2024-10-17,Not as described,9669.17
RETF10YNNVE,OI0039542,2025-04-12,Other,14035.33
RET6VAD51S9,OI0020784,2025-08-21,Arrived late,8857.57
RET7EVEMA6H,OI0032226,2025-03-23,Not as described,250.05
RETEPJZXW0Y,OI0043031,2025-07-11,Damaged,1414.6
RET4EIJXOT1,OI0011943,2024-04-01,Not as described,3208.91
